cik_no,fund_name,matched_fund_name,matched_firm_name,related_partner,matched_owner_name,crd_no_fund,matched_fund_confidence,crd_no_firm,matched_firm_confidence,crd_no_owner,matched_firmowners_confidence
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Nuveen Investments Holdings Inc,Nuveen Investments Holdings,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.3036336220620995
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Nuveen Investments Holdings Inc,Nuveen Investments Holdings,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.3036336220620995
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Nuveen Investments Holdings Inc,Nuveen Investments Holdings,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.3036336220620995
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Angela Mckillen,Mckillen Angela Marie,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.4764795189177214
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Angela Mckillen,Mckillen Angela Marie,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.4764795189177214
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Angela Mckillen,Mckillen Angela Marie,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.4764795189177214
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Angela Mckillen,Mckillen Angela Marie,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.4764795189177214
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Angela Mckillen,Mckillen Angela Marie,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.4764795189177214
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Angela Mckillen,Mckillen Angela Marie,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.4764795189177214
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Angela Mckillen,Mckillen Angela Marie,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.4764795189177214
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Judith Macdonald,Macdonald Judith R,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.3506257981238139
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Judith Macdonald,Macdonald Judith R,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.3506257981238139
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Judith Macdonald,Macdonald Judith R,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.3506257981238139
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Judith Macdonald,Macdonald Judith R,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.3506257981238139
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Judith Macdonald,Macdonald Judith R,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.3506257981238139
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Judith Macdonald,Macdonald Judith R,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.3506257981238139
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Judith Macdonald,Macdonald Judith R,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.3506257981238139
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Gunther Stein,Stein Gunther Maurice,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.7097472915398532
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Gunther Stein,Stein Gunther Maurice,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.7097472915398532
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Gunther Stein,Stein Gunther Maurice,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.7097472915398532
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Gunther Stein,Stein Gunther Maurice,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.7097472915398532
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Gunther Stein,Stein Gunther Maurice,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.7097472915398532
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Gunther Stein,Stein Gunther Maurice,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.7097472915398532
1030815,Symphony Asset Management,Asset Management Company Venture Fund L P,Symphony Asset Management,Gunther Stein,Stein Gunther Maurice,110687.0,0.8042297983713624,160606.0,0.0,110687.0,0.7097472915398532
1465214,John Hancock Collateral Investment Trust,John Hancock Infrastructure Co Investment Fund,M,Charles Rizzo,Rizzo Charles Arthur,304760.0,0.7134342051275513,161478.0,1.0,105790.0,1.3637751554790762
1465214,John Hancock Collateral Investment Trust,John Hancock Infrastructure Co Investment Fund,M,Charles Rizzo,Rizzo Charles Arthur,304760.0,0.7134342051275513,161478.0,1.0,105790.0,1.3637751554790762
1465214,John Hancock Collateral Investment Trust,John Hancock Infrastructure Co Investment Fund,M,Charles Rizzo,Rizzo Charles Arthur,304760.0,0.7134342051275513,161478.0,1.0,105790.0,1.3637751554790762
1465214,John Hancock Collateral Investment Trust,John Hancock Infrastructure Co Investment Fund,M,Edward Macdonald,Macdonald Edward Paul,304760.0,0.7134342051275513,161478.0,1.0,105790.0,1.2382442199239687
1465214,John Hancock Collateral Investment Trust,John Hancock Infrastructure Co Investment Fund,M,Edward Macdonald,Macdonald Edward Paul,304760.0,0.7134342051275513,161478.0,1.0,105790.0,1.2382442199239687
1465214,John Hancock Collateral Investment Trust,John Hancock Infrastructure Co Investment Fund,M,Edward Macdonald,Macdonald Edward Paul,304760.0,0.7134342051275513,161478.0,1.0,105790.0,1.2382442199239687
1547996,Medbox Inc,Sandbox Co Investment Fund I L P,Sandbox Investment Management,Michael Sigala,Sigal Michael Robert,163451.0,0.8777934524623004,163451.0,0.8623144426348156,161526.0,1.5025420686478772
1547996,Medbox Inc,Sandbox Co Investment Fund I L P,Sandbox Investment Management,Michael Sigala,Sigal Michael Robert,163451.0,0.8777934524623004,163451.0,0.8623144426348156,161526.0,1.5025420686478772
1464790,Great American Group Inc,American Pacific Group Fund I A L P,American Investment Management Group,Phillip Ahn,Ahn Phillip J,284128.0,0.8172797972754055,306218.0,0.7842738702644115,160510.0,1.1429889911528288
1464790,Great American Group Inc,American Pacific Group Fund I A L P,American Investment Management Group,Phillip Ahn,Ahn Phillip J,284128.0,0.8172797972754055,306218.0,0.7842738702644115,160510.0,1.1429889911528288
1464790,Great American Group Inc,American Pacific Group Fund I A L P,American Investment Management Group,Phillip Ahn,Ahn Phillip J,284128.0,0.8172797972754055,306218.0,0.7842738702644115,160510.0,1.1429889911528288
1464790,Great American Group Inc,India Financial Inclusion Fund,American Investment Management Group,Phillip Ahn,Ahn Phillip J,284128.0,0.9352018593843222,166039.0,0.7842738702644115,160510.0,1.1429889911528288
1464790,Great American Group Inc,India Financial Inclusion Fund,American Investment Management Group,Phillip Ahn,Ahn Phillip J,284128.0,0.9352018593843222,166039.0,0.7842738702644115,160510.0,1.1429889911528288
1464790,Great American Group Inc,India Financial Inclusion Fund,American Investment Management Group,Phillip Ahn,Ahn Phillip J,284128.0,0.9352018593843222,166039.0,0.7842738702644115,160510.0,1.1429889911528288
1464790,B Riley Financial Inc,American Pacific Group Fund I A L P,B Riley Capital Management,Phillip Ahn,Ahn Phillip J,160510.0,0.8172797972754055,306218.0,0.8593263411895307,160510.0,1.1429889911528288
1464790,B Riley Financial Inc,India Financial Inclusion Fund,B Riley Capital Management,Phillip Ahn,Ahn Phillip J,160510.0,0.9352018593843222,166039.0,0.8593263411895307,160510.0,1.1429889911528288
1697953,Summit Global Investments,Forum Global Investments Lp,Summit Global Investments,David Harden,Harden David Lee,157091.0,0.7552648098234872,161192.0,0.0,157091.0,0.6612798577672591
1697953,Summit Global Investments,Forum Global Investments Lp,Summit Global Investments,Bryce Sutton,Sutton Bryce Jay,157091.0,0.7552648098234872,161192.0,0.0,157091.0,0.5238133187104287
1697953,Summit Global Investments,Forum Global Investments Lp,Summit Global Investments,Jogeir Romestrand,Miranda Roger Adrian,157091.0,0.7552648098234872,161192.0,0.0,157091.0,0.9573147833686936
